area,ciudad,conglomerado,panelm,vivienda,hogar,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p5a,s101p5b,s101p5c,s101p5d,s101p5e,s101p5f,s101p5g,s101p51a,s101p52a,s101p51b,s101p52b,s101p51c,s101p52c,s101p51d,s101p52d,s101p51e,s101p52e,s101p51f,s101p52f,s101p51g,s101p52g,s101p51h,s101p52h,s101p51i,s101p52i,s101p51j,s101p52j,s101p51k,s101p52k,s101p51l,s101p52l,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,estrato,fexp,upm,id_vivienda,id_hogar
2,230150,905502,33,6,1,1,2,2,2,2,2,5,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2323,105.940629,2.30151E+11,2.30151E+16,2.30151E+17
2,230150,906701,33,1,1,1,2,2,1,2,2,5,3,3,4,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2322,476.3174106,2.30151E+11,2.30151E+16,2.30151E+17
2,230150,906701,33,2,1,1,2,2,2,2,2,5,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2322,476.3174106,2.30151E+11,2.30151E+16,2.30151E+17
2,230150,906701,33,3,1,2,2,1,2,2,2,4,4,2,4,4,4,8,4,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,3,3,3,3,3,3,3,1,1,2,2,1,2,2,2322,476.3174106,2.30151E+11,2.30151E+16,2.30151E+17
2,230150,906701,33,4,1,2,1,1,1,2,2,3,4,4,4,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2322,476.3174106,2.30151E+11,2.30151E+16,2.30151E+17
2,230150,906701,33,5,1,1,1,1,2,2,2,5,4,4,3,3,7,8,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,3,3,3,3,3,3,3,1,1,2,3,1,2,2,2322,476.3174106,2.30151E+11,2.30151E+16,2.30151E+17
2,230150,906701,33,6,1,1,2,2,2,1,2,5,4,4,4,2,4,4,4,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2322,476.3174106,2.30151E+11,2.30151E+16,2.30151E+17
2,230150,906701,33,7,1,1,2,1,2,1,2,5,3,2,3,2,3,2,4,5,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2322,476.3174106,2.30151E+11,2.30151E+16,2.30151E+17
2,230150,907802,19,1,1,1,1,1,2,1,2,5,2,2,3,2,3,3,3,4,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,5,1,7,,7,,1,3,3,3,3,3,3,3,1,1,2,3,1,1,2,2323,95.13681,2.30151E+11,2.30151E+16,2.30151E+17
2,230150,907802,19,2,1,1,2,1,2,1,2,5,4,2,7,2,4,8,1,4,6,2,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,5,2,7,,7,,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,2323,95.13681,2.30151E+11,2.30151E+16,2.30151E+17
2,230150,907802,19,3,1,1,2,1,2,2,2,5,3,2,3,3,3,6,3,4,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,2323,95.13681,2.30151E+11,2.30151E+16,2.30151E+17
2,230150,907802,19,4,1,1,2,1,2,1,2,5,3,2,3,2,3,8,3,3,6,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2323,95.13681,2.30151E+11,2.30151E+16,2.30151E+17
2,230150,907802,19,5,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,3,3,7,,7,,2,3,3,3,3,3,3,3,1,1,2,3,1,2,2,2323,95.13681,2.30151E+11,2.30151E+16,2.30151E+17
2,230150,907802,19,6,1,1,2,1,2,2,2,5,4,2,3,3,3,4,3,4,6,3,8,8,7,,7,,5,5,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2323,95.13681,2.30151E+11,2.30151E+16,2.30151E+17
2,230150,907802,19,7,1,1,1,1,2,1,2,5,2,2,4,2,7,8,3,4,3,3,8,8,7,,7,,5,5,7,,7,,7,,7,,7,,7,,7,,5,3,7,,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2323,95.13681,2.30151E+11,2.30151E+16,2.30151E+17
2,230151,901001,17,1,1,1,2,1,2,1,2,5,4,2,4,2,7,8,4,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,2,3,1,2,2,2322,226.6090453,2.30152E+11,2.30152E+16,2.30152E+17
2,230151,901001,17,2,1,1,2,2,2,2,2,5,4,4,4,4,4,4,4,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2322,226.6090453,2.30152E+11,2.30152E+16,2.30152E+17
2,230151,901001,17,3,1,1,2,2,2,2,2,5,4,4,4,4,4,4,4,5,4,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,3,3,3,3,3,2,2,1,1,2,2,2,2,2,2322,226.6090453,2.30152E+11,2.30152E+16,2.30152E+17
2,230151,901001,17,4,1,1,2,2,2,1,2,5,4,4,4,2,4,8,4,4,8,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2322,226.6090453,2.30152E+11,2.30152E+16,2.30152E+17
2,230151,901001,17,5,1,1,2,1,2,1,2,5,4,2,4,2,4,8,6,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2322,226.6090453,2.30152E+11,2.30152E+16,2.30152E+17
2,230151,901001,17,6,1,1,2,2,2,2,2,5,4,4,4,4,4,4,4,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,3,3,3,3,3,2,2,1,2,2,3,1,2,2,2322,226.6090453,2.30152E+11,2.30152E+16,2.30152E+17
2,230151,901001,17,7,1,1,2,2,2,1,2,5,4,4,4,2,7,8,4,5,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,5,20,7,,1,3,3,3,3,3,2,2,1,1,1,2,1,2,2,2322,226.6090453,2.30152E+11,2.30152E+16,2.30152E+17
2,230152,901203,19,1,1,1,1,1,2,1,2,5,2,2,3,2,3,3,3,5,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2321,239.105049,2.30153E+11,2.30153E+16,2.30153E+17
2,230152,901203,19,2,1,2,2,1,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2321,239.105049,2.30153E+11,2.30153E+16,2.30153E+17
2,230152,901203,19,3,1,1,1,1,2,1,2,5,2,2,3,2,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2321,239.105049,2.30153E+11,2.30153E+16,2.30153E+17
2,230152,901203,19,4,1,1,1,1,2,1,2,5,2,2,3,2,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2321,239.105049,2.30153E+11,2.30153E+16,2.30153E+17
2,230152,901203,19,5,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,2,3,2,2,2,2321,239.105049,2.30153E+11,2.30153E+16,2.30153E+17
2,230152,901203,19,6,1,1,1,1,2,1,2,5,2,2,3,2,3,3,3,5,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2321,239.105049,2.30153E+11,2.30153E+16,2.30153E+17
2,230152,901203,19,7,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2321,239.105049,2.30153E+11,2.30153E+16,2.30153E+17
2,230152,901901,33,1,1,1,2,2,2,2,2,5,4,4,4,4,4,4,4,5,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,3,3,3,3,3,2,2,1,1,2,2,2,2,2,2321,1160.97292,2.30153E+11,2.30153E+16,2.30153E+17
2,230152,901901,33,2,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,3,3,3,3,3,2,2,1,1,2,1,1,2,2,2321,1160.97292,2.30153E+11,2.30153E+16,2.30153E+17
2,230152,901901,33,3,1,2,1,1,2,2,2,4,2,2,4,4,4,4,4,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2321,1160.97292,2.30153E+11,2.30153E+16,2.30153E+17
2,230152,901901,33,4,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,3,3,3,3,3,3,3,1,1,2,3,2,2,2,2321,1160.97292,2.30153E+11,2.30153E+16,2.30153E+17
2,230152,901901,33,5,1,2,1,1,2,2,2,4,2,2,4,4,4,4,4,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,3,3,3,3,3,2,2,1,1,2,2,1,2,2,2321,1160.97292,2.30153E+11,2.30153E+16,2.30153E+17
2,230152,901901,33,6,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2321,1160.97292,2.30153E+11,2.30153E+16,2.30153E+17
2,230152,901901,33,7,1,1,2,2,2,2,2,5,4,4,4,4,4,4,4,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,3,3,3,3,3,2,2,1,1,2,2,2,2,2,2321,1160.97292,2.30153E+11,2.30153E+16,2.30153E+17
2,230153,901901,17,1,1,2,2,2,2,2,2,3,3,3,3,3,3,8,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2323,109.6368017,2.30154E+11,2.30154E+16,2.30154E+17
2,230153,901901,17,2,1,2,2,2,2,2,2,4,4,4,4,4,4,8,4,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2323,109.6368017,2.30154E+11,2.30154E+16,2.30154E+17
2,230153,901901,17,3,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2323,109.6368017,2.30154E+11,2.30154E+16,2.30154E+17
2,230153,901901,17,4,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2323,109.6368017,2.30154E+11,2.30154E+16,2.30154E+17
2,230153,901901,17,5,1,1,2,2,2,2,2,5,4,4,4,4,4,8,4,5,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2323,109.6368017,2.30154E+11,2.30154E+16,2.30154E+17
2,230153,901901,17,6,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,3,3,3,3,3,3,3,1,1,2,3,2,2,2,2323,109.6368017,2.30154E+11,2.30154E+16,2.30154E+17
2,230153,901901,17,7,1,1,2,2,2,2,2,5,4,4,4,4,4,8,4,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2323,109.6368017,2.30154E+11,2.30154E+16,2.30154E+17
1,230154,803,18,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,3,7,,7,,5,16,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,1,1,2,3,1,2,2,2311,585.0609036,2.30154E+11,2.30154E+16,2.30154E+17
1,230154,803,18,2,1,2,1,1,2,1,1,3,2,2,3,2,2,3,3,3,3,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,1,1,2,3,1,2,2,2311,585.0609036,2.30154E+11,2.30154E+16,2.30154E+17
1,230154,803,18,3,1,2,1,1,2,1,1,3,2,2,3,2,2,3,3,3,3,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2311,585.0609036,2.30154E+11,2.30154E+16,2.30154E+17
1,230154,803,18,4,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,5,10,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2311,585.0609036,2.30154E+11,2.30154E+16,2.30154E+17
1,230154,803,18,5,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2311,585.0609036,2.30154E+11,2.30154E+16,2.30154E+17
1,230154,803,18,6,1,1,2,2,2,2,2,5,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2311,585.0609036,2.30154E+11,2.30154E+16,2.30154E+17
1,230154,803,18,7,1,2,1,1,1,1,1,3,2,2,2,2,2,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2311,585.0609036,2.30154E+11,2.30154E+16,2.30154E+17
2,230155,901501,18,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,3,3,3,3,3,3,3,1,1,2,2,2,2,2,2322,1578.236115,2.30156E+11,2.30156E+16,2.30156E+17
2,230155,901501,18,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,3,3,3,3,3,3,3,1,1,2,2,1,2,2,2322,1578.236115,2.30156E+11,2.30156E+16,2.30156E+17
2,230155,901501,18,3,1,1,1,1,1,1,2,5,2,2,2,2,3,3,3,5,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2322,1578.236115,2.30156E+11,2.30156E+16,2.30156E+17
2,230155,901501,18,5,1,1,2,2,2,2,2,5,3,3,3,3,3,3,3,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2322,1578.236115,2.30156E+11,2.30156E+16,2.30156E+17
2,230155,901501,18,6,1,1,2,2,2,2,2,5,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2322,1578.236115,2.30156E+11,2.30156E+16,2.30156E+17
2,230155,901501,18,7,1,1,2,2,2,2,2,5,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2322,1578.236115,2.30156E+11,2.30156E+16,2.30156E+17
2,230155,901501,18,8,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2322,1578.236115,2.30156E+11,2.30156E+16,2.30156E+17
2,230157,103,19,1,1,2,1,1,2,2,2,3,2,2,3,3,3,3,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2322,276.0311353,2.30157E+11,2.30157E+16,2.30157E+17
2,230157,103,19,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,3,3,2,2,2,2322,276.0311353,2.30157E+11,2.30157E+16,2.30157E+17
2,230157,103,19,3,1,2,1,1,2,2,2,3,2,2,3,3,3,4,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2322,276.0311353,2.30157E+11,2.30157E+16,2.30157E+17
2,230157,103,19,4,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,3,3,2,2,2,2322,276.0311353,2.30157E+11,2.30157E+16,2.30157E+17
2,230157,103,19,5,1,2,1,1,2,2,2,3,2,2,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2322,276.0311353,2.30157E+11,2.30157E+16,2.30157E+17
2,230157,103,19,6,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2322,276.0311353,2.30157E+11,2.30157E+16,2.30157E+17
2,230157,103,19,7,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2322,276.0311353,2.30157E+11,2.30157E+16,2.30157E+17
2,230157,900203,18,1,1,1,1,1,1,1,2,5,2,2,2,2,3,2,3,4,2,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2321,131.0194239,2.30158E+11,2.30158E+16,2.30158E+17
2,230157,900203,18,2,1,1,1,1,1,1,2,5,2,2,2,2,3,4,4,4,3,4,8,8,7,,7,,7,,5,10,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2321,131.0194239,2.30158E+11,2.30158E+16,2.30158E+17
2,230157,900203,18,3,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,3,1,1,2,2321,131.0194239,2.30158E+11,2.30158E+16,2.30158E+17
2,230157,900203,18,4,1,2,2,2,2,2,2,3,3,3,3,3,3,8,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,3,1,1,2,2321,131.0194239,2.30158E+11,2.30158E+16,2.30158E+17
2,230157,900203,18,5,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,1,1,1,2,2,1,1,2,3,1,1,2,2321,131.0194239,2.30158E+11,2.30158E+16,2.30158E+17
2,230157,900203,18,6,1,2,2,2,2,2,2,3,3,3,3,3,3,8,3,4,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,1,2,3,3,1,1,2,2,1,2,2,2321,131.0194239,2.30158E+11,2.30158E+16,2.30158E+17
2,230157,900203,18,7,1,2,2,1,1,1,2,3,3,2,2,2,3,3,3,3,8,3,8,8,7,,5,1,7,,5,5,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2321,131.0194239,2.30158E+11,2.30158E+16,2.30158E+17
1,230200,5602,33,1,1,2,1,1,2,2,2,3,2,2,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2311,314.529143,2.302E+11,2.302E+16,2.302E+17
1,230200,5602,33,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,3,3,3,3,3,3,3,1,1,2,2,1,2,2,2311,314.529143,2.302E+11,2.302E+16,2.302E+17
1,230200,5602,33,3,1,2,1,1,2,2,2,3,2,2,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2311,314.529143,2.302E+11,2.302E+16,2.302E+17
1,230200,5602,33,5,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2311,314.529143,2.302E+11,2.302E+16,2.302E+17
1,230200,5602,33,6,1,2,1,1,2,2,2,3,2,2,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2311,314.529143,2.302E+11,2.302E+16,2.302E+17
1,230200,5602,33,7,1,2,2,1,2,2,2,3,3,2,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2311,314.529143,2.302E+11,2.302E+16,2.302E+17
1,230200,5602,33,8,1,2,1,1,2,2,2,3,2,2,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2311,314.529143,2.302E+11,2.302E+16,2.302E+17
1,230200,6303,33,1,1,2,2,2,2,1,2,3,3,3,3,2,3,3,3,4,3,3,8,3,5,5,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2312,503.6212832,2.302E+11,2.302E+16,2.302E+17
1,230200,6303,33,2,1,2,1,1,2,1,2,3,2,2,3,2,3,3,3,4,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2312,503.6212832,2.302E+11,2.302E+16,2.302E+17
1,230200,6303,33,3,1,2,1,1,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2312,503.6212832,2.302E+11,2.302E+16,2.302E+17
1,230200,6303,33,6,1,2,1,1,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2312,503.6212832,2.302E+11,2.302E+16,2.302E+17
1,230200,6303,33,7,1,2,2,2,2,2,2,3,3,3,3,3,3,6,3,4,6,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,5,3,7,,7,,1,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2312,503.6212832,2.302E+11,2.302E+16,2.302E+17
1,230200,6303,33,10,1,2,2,1,1,1,2,3,3,2,2,2,3,8,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2312,503.6212832,2.302E+11,2.302E+16,2.302E+17
2,230200,901702,17,1,1,2,1,1,2,2,2,3,2,2,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2321,1176.388425,2.30201E+11,2.30201E+16,2.30201E+17
2,230200,901702,17,2,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,3,3,3,3,3,2,2,1,2,2,2,1,2,2,2321,1176.388425,2.30201E+11,2.30201E+16,2.30201E+17
2,230200,901702,17,3,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2321,1176.388425,2.30201E+11,2.30201E+16,2.30201E+17
2,230200,901702,17,4,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,3,3,3,3,3,2,2,1,1,2,2,2,2,2,2321,1176.388425,2.30201E+11,2.30201E+16,2.30201E+17
2,230200,901702,17,5,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,1,1,2,2,1,1,2,2,1,2,2,2321,1176.388425,2.30201E+11,2.30201E+16,2.30201E+17
2,230200,901702,17,6,1,1,1,1,2,1,1,5,2,2,4,2,2,4,4,4,4,2,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2321,1176.388425,2.30201E+11,2.30201E+16,2.30201E+17
