area,ciudad,conglomerado,panelm,vivienda,hogar,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p5a,s101p5b,s101p5c,s101p5d,s101p5e,s101p5f,s101p5g,s101p51a,s101p52a,s101p51b,s101p52b,s101p51c,s101p52c,s101p51d,s101p52d,s101p51e,s101p52e,s101p51f,s101p52f,s101p51g,s101p52g,s101p51h,s101p52h,s101p51i,s101p52i,s101p51j,s101p52j,s101p51k,s101p52k,s101p51l,s101p52l,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,estrato,fexp,upm,id_vivienda,id_hogar,NEW_VARIABLE,ID_1,PROVINCE_NAME
1,170150,249401,18,7,1,2,2,2,2,2,2,3,3,3,3,3,3,8,3,3,3,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2511,354.6097845,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,254204,19,1,1,1,1,1,2,2,2,3,2,2,3,3,3,3,3,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2512,429.3870804,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,254204,19,2,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2512,429.3870804,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,254204,19,3,1,2,1,1,2,2,2,3,2,2,3,3,3,3,3,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2512,429.3870804,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,254204,19,4,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2512,429.3870804,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,254204,19,5,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2512,429.3870804,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,254204,19,6,1,1,1,1,2,2,2,5,2,2,3,3,3,3,3,3,3,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2512,429.3870804,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,254204,19,7,1,2,2,1,2,2,2,3,3,2,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2512,429.3870804,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,257309,18,1,1,2,1,1,1,2,2,3,2,2,2,3,3,3,3,3,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2511,445.3915631,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,257309,18,2,1,2,2,2,2,2,2,3,3,3,3,3,3,8,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2511,445.3915631,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,257309,18,3,1,1,2,2,2,2,2,3,3,3,3,3,3,6,8,3,3,3,8,8,7,,7,,5,20.0,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2511,445.3915631,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,257309,18,4,1,1,1,1,2,2,1,3,3,3,3,3,3,8,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2511,445.3915631,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,257309,18,5,1,2,1,1,2,2,2,3,2,2,3,3,3,8,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2511,445.3915631,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,257309,18,6,1,2,1,1,2,2,2,3,2,2,3,3,3,8,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2511,445.3915631,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,257309,18,7,1,2,2,2,2,2,2,3,3,3,3,3,3,8,3,3,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2511,445.3915631,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,259003,18,1,1,1,1,1,2,2,2,5,2,2,7,7,7,3,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2512,320.3556506,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,259003,18,2,1,1,1,1,2,2,2,5,2,2,7,7,7,3,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,2512,320.3556506,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,259003,18,3,1,1,1,1,2,2,2,5,2,2,7,7,7,3,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2512,320.3556506,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,259003,18,4,1,1,1,1,2,2,2,5,2,2,7,7,7,3,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2512,320.3556506,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,259003,18,5,1,1,1,1,2,2,2,3,3,3,3,7,7,3,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,2512,320.3556506,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,259003,18,6,1,2,1,1,2,2,2,3,3,2,7,7,7,3,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2512,320.3556506,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,259003,18,7,1,2,1,1,2,2,2,3,2,2,3,7,7,3,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2512,320.3556506,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,262804,19,1,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,3,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2511,275.514669,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,262804,19,3,1,1,1,1,1,1,1,3,1,2,1,2,3,1,1,3,1,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2511,275.514669,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,262804,19,4,1,2,1,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2511,275.514669,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,262804,19,6,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2511,275.514669,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,262804,19,8,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,2,1,2,2,1,1,2,2511,275.514669,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,269705,18,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2511,374.6381403,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,269705,18,2,1,1,1,1,1,1,1,3,2,2,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2511,374.6381403,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,269705,18,3,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2511,374.6381403,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,269705,18,4,1,2,1,1,2,2,2,3,2,2,7,3,3,1,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2511,374.6381403,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,269705,18,5,1,1,1,1,1,1,1,3,2,2,2,2,2,1,8,3,1,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,2,2.0,7,,7,,7,,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2511,374.6381403,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,269705,18,6,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2511,374.6381403,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,269705,18,7,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2511,374.6381403,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,273104,33,1,1,2,2,2,2,2,2,3,3,3,7,7,7,3,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2512,2245.126125,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,273104,33,2,1,2,2,1,2,1,2,3,3,2,7,2,3,3,3,3,3,3,3,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2512,2245.126125,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,273104,33,3,1,1,1,1,1,2,2,3,3,1,3,7,7,3,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2512,2245.126125,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,273104,33,4,1,2,1,1,2,2,2,3,2,2,7,7,7,3,3,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2512,2245.126125,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,273104,33,6,1,2,2,1,2,2,2,3,3,2,7,7,7,3,3,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,3,2,1,2,2,2512,2245.126125,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,273104,33,7,1,2,1,1,2,2,2,3,2,2,3,3,3,3,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2512,2245.126125,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,273104,33,8,1,1,2,1,1,1,2,2,4,2,3,2,7,8,4,2,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2512,2245.126125,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,273604,19,1,1,2,1,1,2,2,2,3,3,3,3,3,3,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2511,365.3060187,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,273604,19,2,1,2,2,1,2,2,2,3,3,2,3,3,7,6,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2511,365.3060187,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,273604,19,3,1,2,2,2,2,2,2,3,3,3,3,3,3,8,3,8,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2511,365.3060187,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,273604,19,4,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,5,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2511,365.3060187,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,273604,19,5,1,1,2,1,2,2,2,5,3,2,7,7,7,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2511,365.3060187,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,273604,19,6,1,1,1,1,1,1,1,5,2,2,2,2,3,1,3,8,1,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2511,365.3060187,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,273604,19,7,1,2,2,1,2,2,2,3,3,2,3,3,3,3,3,3,3,3,8,8,7,,7,,2,10.0,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2511,365.3060187,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,275402,18,1,1,2,2,2,2,2,2,3,3,3,3,3,3,8,3,4,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2511,330.3711808,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,275402,18,2,1,2,2,2,2,2,2,3,3,3,3,3,3,8,3,4,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2511,330.3711808,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,275402,18,3,1,2,1,1,2,2,2,3,2,2,3,7,7,8,8,4,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2511,330.3711808,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,275402,18,4,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,1,2,1,2,1,1,2,2,1,2,2,2511,330.3711808,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,275402,18,5,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2511,330.3711808,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,275402,18,6,1,1,1,1,1,1,1,3,2,2,2,2,2,8,8,4,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2511,330.3711808,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,275402,18,7,1,1,2,1,2,2,2,5,3,2,3,3,3,8,3,4,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2511,330.3711808,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,276702,18,1,1,1,1,1,1,1,2,5,2,2,2,3,7,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2512,409.1419039,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,276702,18,2,1,2,1,2,2,2,2,3,3,3,3,3,7,3,3,5,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2512,409.1419039,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,276702,18,3,1,2,2,1,2,2,2,3,3,2,3,3,3,2,3,3,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2512,409.1419039,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,276702,18,4,1,2,2,2,2,2,2,3,3,3,3,3,3,6,3,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2512,409.1419039,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,276702,18,5,1,2,2,2,2,2,2,3,3,3,7,3,3,1,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2512,409.1419039,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,276702,18,6,1,2,1,1,1,1,1,3,3,3,3,3,3,8,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2512,409.1419039,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,276702,18,7,1,2,2,1,2,2,2,3,3,6,7,3,7,3,3,3,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,2,1,2,2,2,1,1,2,1,1,2,2,2512,409.1419039,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,277803,19,1,1,2,2,1,2,2,2,3,3,2,3,3,3,8,3,3,8,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2513,495.0073596,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,277803,19,2,1,2,2,2,2,2,2,3,3,3,3,3,7,3,3,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2513,495.0073596,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,277803,19,4,1,2,1,1,2,2,2,3,2,2,3,3,7,3,3,4,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2513,495.0073596,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,277803,19,5,1,2,2,2,2,2,2,7,3,3,3,3,7,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2513,495.0073596,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,277803,19,6,1,1,2,2,2,2,2,5,4,4,3,3,4,8,3,4,8,4,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,2,1,2,2,2,2,1,1,2,2,1,1,2,2513,495.0073596,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,277803,19,7,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2513,495.0073596,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,277803,19,8,1,1,1,1,2,2,2,5,3,2,3,3,3,8,8,8,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2513,495.0073596,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,281301,33,1,1,2,1,1,2,2,2,3,2,2,3,3,3,3,3,4,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2512,1034.374063,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,281301,33,2,1,2,2,2,2,2,2,3,3,3,3,3,3,8,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2512,1034.374063,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,281301,33,3,1,1,1,1,1,1,1,5,2,2,2,2,2,8,8,3,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2512,1034.374063,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,281301,33,4,1,2,2,1,2,2,2,3,3,2,3,3,3,6,3,4,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2512,1034.374063,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,281301,33,5,1,2,2,1,2,2,2,3,3,2,3,3,3,1,3,4,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2512,1034.374063,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,281301,33,6,1,2,2,2,2,2,2,3,3,3,3,3,3,6,3,4,3,3,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2512,1034.374063,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,281301,33,7,1,2,2,1,2,2,2,3,3,2,3,3,3,6,3,4,8,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2512,1034.374063,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,282404,33,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2512,453.1196012,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,282404,33,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2512,453.1196012,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,282404,33,3,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2512,453.1196012,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,282404,33,4,1,2,2,1,2,2,2,3,3,2,3,3,3,3,3,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,1,2,2,1,1,2,1,1,2,2,2512,453.1196012,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,282404,33,5,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2512,453.1196012,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,282404,33,6,1,2,2,2,2,2,2,3,3,3,3,3,3,1,3,3,1,3,8,1,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,1,2,2,1,1,2,1,1,1,2,2512,453.1196012,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,282404,33,7,1,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,8,3,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2512,453.1196012,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,284803,19,1,1,2,2,1,2,2,2,3,3,2,3,3,3,8,3,4,3,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2512,1436.12865,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
1,170150,284803,19,2,1,2,2,1,2,2,2,3,3,2,3,7,7,8,8,4,3,8,8,8,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2512,1436.12865,170150000000.0,1.7015e+16,1.7015e+17,17,17,Orellana
